genomic island,type of genomic island,role of the genomic island,base composition (%G+C),strain,strain Genbank sequence ID,genomic island GenBank Sequence ID,size (kb),start,end,source(s),PMID(s),notes,file name,,,
SF370.1,prophage,"lysogeny, DNA replication, structural genes, tail fibre genes, lysis module",,S. pyogenes SF370,AE004092.2,,41,529587,570504,https://doi.org/10.1006/viro.2002.1570;https://doi.org/10.1006/viro.2001.1085,12441069;11601904,,AE004092.2_529587_570504.fasta,,,
SF370.2,prophage,"lysogeny, DNA replication, structural genes, tail fibre genes, lysis module",,S. pyogenes SF370,AE004092.2,,43,778520,821004,https://doi.org/10.1006/viro.2001.1085,11601904,,AE004092.2_778520_821004.fasta,,,
SF370.3,prophage,"lysogeny, DNA replication, structural genes, tail fibre genes, lysis module",,S. pyogenes SF370,AE004092.2,,34,1189120,1222649,https://doi.org/10.1006/viro.2001.1085,11601904,,AE004092.2_1189120_1222649.fasta,,,
315.1,prophage,,37.8,S. pyogenes MGAS315,AE014074.1,,39.5,749108,788645,https://doi.org/10.1073/pnas.152298499,12122206,,315.1_749108_788645.fasta,,,
315.2,prophage,contains ssa virulence factor,38.3,S. pyogenes MGAS315,AE014074.1,,40.1,977267,1018338,https://doi.org/10.1073/pnas.152298499,12122206,,315.2_977267_1018338.fasta,,,
315.3,prophage,contains mf4 virulence factor,38,S. pyogenes MGAS315,AE014074.1,,34.4,1137554,1171972,https://doi.org/10.1073/pnas.152298499,12122206,,315.3_1137554_1171972.fasta,,,
315.4,prophage,"contains speK, sla virulence factors",38.6,S. pyogenes MGAS315,AE014074.1,,41.8,1230115,1271910,https://doi.org/10.1073/pnas.152298499,12122206,,315.4_1230115_1271910.fasta,,,
315.5,prophage,contains speA3 virulence factor,38.1,S. pyogenes MGAS315,AE014074.1,,19,1332007,1351399,https://doi.org/10.1073/pnas.152298499,12122206,,315.5_1332007_1351399.fasta,,,
315.6,prophage,contains sdn virulence factor,39.7,S. pyogenes MGAS315,AE014074.1,,16,1434092,1450555,https://doi.org/10.1073/pnas.152298499,12122206,,315.6_1434092_1450555.fasta,,,
AbaR2,resistance island,"aminoglycoside acetyltransferase, beta-lactamase",,A. baumannii ATCC 17978,CP000521.1,,17,,,https://doi.org/10.1128/AAC.01643-07;https://doi.org/10.1093/jac/dkq095,18411315;20375036,Coordinates unknown,,,,
HK302,resistance island,structurally congruent with AbaR3,,A. baumannii HK302,,HM357806.1,63,,,https://doi.org/10.1093/jac/dkq223,20558468,Partial sequence only,,,,
RI(MDR-TJ),resistance island,"sulphonamide drug resistance gene, tetracycline drug resistance gene, streptomycin drug resistance genes",,A. baumannii MDR-TJ,CP003500.1,,42,,,https://doi.org/10.1093/jac/dks327,22952140,Coordinates unknown,,,,
AbaR9,resistance island,,,A. baumannii AB056,ADGZ00000000.1,,39,,,https://doi.org/10.1128/AAC.00221-11,21537009,No sequence data,,,,
AbaR10,resistance island,,,A. baumannii AB058,ADHA00000000.1,,,,,https://doi.org/10.1128/AAC.00221-11,21537009,No sequence data,,,,
AbaR28,resistance island,,,A. baumannii MRSN58,JPHW00000000.1,,,,,https://doi.org/10.1016/j.drup.2018.10.003,30472242,No sequence data,,,,
AbaR29,resistance island,,,A. baumannii Canada BC1,AMSZ00000000.1,,,,,https://doi.org/10.1016/j.drup.2018.10.003,30472242,No sequence data,,,,
AbGRI4,resistance island,multiple antibiotic resistance genes,,A. baumannii,,,,,,https://doi.org/10.1093/jac/dkaa266,32681170,No sequence data,,,,
RI-2,resistance island,"contains B-lactams resistance genes, aminoglycoside resistance genes, chloramphenicol resistance genes, trimethoprim resistance genes",,A. baumannii AB5075-UW,CP008706.1,,13.5,,,https://doi.org/10.1128/JB.00131-15,25845845,Coordinates unknown,,,,
AbaR11,resistance island,,,A. baumannii NIPH470,,,20,,,https://doi.org/10.1128/AAC.00221-11,21537009,Partial sequence (JF262167.1),,,,
AbaR12,resistance island,,,A. baumannii LUH6013,,,38,,,https://doi.org/10.1128/AAC.00221-11,21537009,Partial sequence(JF262168.1),,,,
AbaR13,resistance island,,,A. baumannii LUH6015,,,45,,,https://doi.org/10.1128/AAC.00221-11,21537009,Partial sequence (JF262169.1),,,,
AbaR14,resistance island,,,A. baumannii LUH5881,,,21,,,https://doi.org/10.1128/AAC.00221-11,21537009,Partial sequence (JF262170.1),,,,
AbaR15,resistance island,,,A. baumannii LUH6125,,,55,,,https://doi.org/10.1128/AAC.00221-11,21537009,Partial sequence (JF262171.1),,,,
AbaR16,resistance island,,,A. baumannii LUH7140,,,38,,,https://doi.org/10.1128/AAC.00221-11,21537009,Partial sequence (JF262172.1),,,,
AbaR17,resistance island,,,A. baumannii LUH8592,,,57,,,https://doi.org/10.1128/AAC.00221-11,21537009,Partial sequence (JF262173.1),,,,
AbaR18,resistance island,,,A. baumannii NIPH2713,,,52,,,https://doi.org/10.1128/AAC.00221-11,21537009,Partial sequence (JF262174.1),,,,
AbaR19,resistance island,,,A. baumannii NIPH2554,,,30,,,https://doi.org/10.1128/AAC.00221-11,21537009,Partial sequence (JF262175.1),,,,
AbaR6,resistance island,"contains backbone transposon Tn6019, interrupted by compound transposon Tn6018",,A. baumannii D2,GQ406245.5,,27,28298,55689,https://doi.org/10.1128/AAC.00221-11,21537009,"Coordinates found on NCBI, not in literature",AbaR6_28298_55689.fasta,,,
AbaR7,resistance island,"contains backbone transposon Tn6019, interrupted by compound transposon Tn6018",,A. baumannii A92,GQ406246.3,,20,755,20422,https://doi.org/10.1128/AAC.00221-11,21537009,"Coordinates found on NCBI, not in literature",AbaR7_755_20422.fasta,,,
AbaR8,resistance island,"contains backbone transposon Tn6019, interrupted by compound transposon Tn6018",,A. baumannii D13,HM590877.5,,45,28552,73689,https://doi.org/10.1128/AAC.00221-11,21537009,"Coordinates found on NCBI, not in literature",AbaR8_28552_73689.fasta,,,
AbaR22,resistance island,"contains genes related to universal stress proteins, tetracycline efflux pump, aminoglycoside resistance genes",,A. baumannii MDR-ZJ06,CP001937.1,,38.7,256337,295286,https://doi.org/10.1128/AAC.01134-10,21788470,,AbaR22_256337_295286.fasta,,,
AbaR1,resistance island,"contains integrase, transposase, arsenic and mercury resistance",52.8,A. baumannii AYE,CT025832.1,,86,7362,90548,https://doi.org/10.1371/journal.pgen.0020007,16415984,,AbaR1_7362_90548.fasta,,,
AbaR3,resistance island,contains uspA gene interrupted by transposons,,A. baumannii AB0057,CP001182.2,,63,263458,326447,https://doi.org/10.1007/s00284-013-0326-5,23397241,"Coordinates found on NCBI, not in literature",AbaR3_263458_326447.fasta,,,
AbaR4,resistance island,carries carbapenem resistance gene,,A. baumannii AB0057,CP001182.2,,17,582113,598924,https://doi.org/10.1093/jac/dkr356,21873287,"Coordinates found on NCBI, not in literature",AbaR4_582113_598924.fasta,,,
AbaR5,resistance island,"contains transposons, class 1 integron",,A. baumannii 3208,FJ172370.5,,56,27587,83897,https://doi.org/10.1128/AAC.01407-08,19364869,"Coordinates found on NCBI, not in literature",AbaR5_27587_83897.fasta,,,
AbaR21,resistance island,"contains backbone transposon Tn6019 (arsenate and arsenite resistance), Tn6018 (cadmium and/or zinc resistance), antibiotic resistance module, mercuric ion resistance module",,A. baumannii A297,KM921776.1,,61,754,62030,https://doi.org/10.1016/j.drup.2018.10.003,30472242,,AbaR21_754_62030.fasta,,,
AbaR23,resistance island,"contains backbone transposon Tn6019 (arsenate and arsenite resistance), Tn6018 (cadmium and/or zinc resistance), antibiotic resistance module, mercuric ion resistance module",,A. baumannii D81,JN409449.3,,50,34344,85159,https://doi.org/10.1016/j.drup.2018.10.003,30472242,,AbaR23_34344_85159.fasta,,,
AbaR24,resistance island,"contains backbone transposon Tn6019 (arsenate and arsenite resistance), Tn6018 (cadmium and/or zinc resistance), antibiotic resistance module, mercuric ion resistance module",,A. baumannii A1,JN968482.3,,52,1154,53913,https://doi.org/10.1016/j.drup.2018.10.003,30472242,,AbaR24_1154_53913.fasta,,,
AbaR26,resistance island,"contains backbone transposon Tn6019 (arsenate and arsenite resistance), Tn6018 (cadmium and/or zinc resistance), antibiotic resistance module, mercuric ion resistance module",,A. baumannii D30,KC665626.1,,18,1610,20270,https://doi.org/10.1016/j.drup.2018.10.003,30472242,,AbaR26_1610_20270.fasta,,,
AbaR27,resistance island,Also known as transposon TnAbaR23,,A. baumannii A424,JN676148.1,,48,2901,51246,https://doi.org/10.1016/j.drup.2018.10.003,30472242,,AbaR27_2901_51246.fasta,,,
AbaR30a,resistance island,"contains backbone transposon Tn6019 (arsenate and arsenite resistance), Tn6018 (cadmium and/or zinc resistance), antibiotic resistance module, mercuric ion resistance module",,A. baumannii A388,CP024418.1,,45,244861,290116,https://doi.org/10.1016/j.drup.2018.10.003,30472242,First half; separated by chromosomal inversion; total length 63 bp,AbaR30a_244861_290116.fasta,,,
AbaR30b,resistance island,"contains backbone transposon Tn6019 (arsenate and arsenite resistance), Tn6018 (cadmium and/or zinc resistance), antibiotic resistance module, mercuric ion resistance module",,A. baumannii A388,CP024418.1,,18,3763191,3781931,https://doi.org/10.1016/j.drup.2018.10.003,30472242,Second half; separated by chromosomal inversion; total length 63 bp,AbaR30b_3763191_3781931.fasta,,,
AbaR0,resistance island,"contains backbone transposon Tn6019 (arsenate and arsenite resistance), Tn6018 (cadmium and/or zinc resistance), antibiotic resistance module, mercuric ion resistance module",,A. baumannii WM98,KF483599.2,,63,26869,90504,https://doi.org/10.1016/j.drup.2018.10.003,30472242,,AbaR0_26869_90504.fasta,,,
AGI1,resistance island,contains integrase,,A. baumannii,,KP054476.1,60,1,60062,https://doi.org/10.1093/jac/dkv137,26023211,,AGI1_1_60062.fasta,,,
AbGRI3,resistance island,"contains armA gene, multiple antibiotic resistance modules",,A. baumannii SGH0701,,KX011025.2,58,1,58194,https://doi.org/10.1093/jac/dkw542,28073968,,AbGRI3_1_58194.fasta,,,
Bphi-B1251,bacteriophage,"encodes structural, maintenance, replication proteins",39,A. baumannii YMC/09/02/B1251,,JX403940.1,45,1,45364,https://doi.org/10.3390/v10010005,29295549,,Bphi-B1251_1_45364.fasta,,,
GIsul2,,"contains integrase, resolvase, arsenite resistance protein, toxin-antitoxin",,A. baumannii ATCC 19606,APRG01000001.1,,36,149560,185721,https://doi.org/10.1128/AAC.01991-16,27795382,,GIsul2_149560_185721.fasta,,,
AbGRI1-1,transposon,alternate name Tn6166,,A. baumannii RUH134,JN247441.4,,18,30419,48048,https://doi.org/10.1093/jac/dkr447,22020138,"Coordinates found on NCBI, not in literature",AbGRI1-1_30419_48048.fasta,,,
AbGRI2-0a,resistance island,,,A. baumannii RUH134,JN247441.4,,8,49558,57386,https://doi.org/10.1093/jac/dkr447,22020138,"Coordinates found on NCBI, not in literature",AbGRI2-0a_49558_57386.fasta,,,
AbGRI2-0b,resistance island,,,A. baumannii RUH134,JN247441.4,,25,61884,87292,https://doi.org/10.1093/jac/dkr447,22020138,"Coordinates found on NCBI, not in literature",AbGRI2-0b_61884_87292.fasta,,,
CP5,prophage,"DNA replication/metabolism/packaging, lysogeny, tail morphogenesis, transposase",,A. baumannii ATCC 17978,CP000521.1,,45,1330400,1375423,https://doi.org/10.1371/journal.pone.0093861,24709747,,CP5_1330400_1375423.fasta,,,
CP9,prophage,"DNA replication/metabolism/packaging, lysogeny, tail morphogenesis, lysis",,A. baumannii ATCC 17978,CP000521.1,,49,2330900,2380235,https://doi.org/10.1371/journal.pone.0093861,24709747,,CP9_2330900_2380235.fasta,,,
CP14,prophage,"DNA replication/metabolism/packaging, lysogeny, tail morphogenesis, lysis",,A. baumannii ATCC 17978,CP000521.1,,33,1829393,1862952,https://doi.org/10.1371/journal.pone.0093861,24709747,,CP14_1829393_1862952.fasta,,,
AbaG1,,"contains transposases, thymidylate synthase, anthranilate synthase, delta-aminolevulinic acid dehydratase, mutT/NUDIX hydrolase",31.3,A. baumannii SDF,CT025833.1,,19.6,5691,22934,https://doi.org/10.1371/journal.pgen.0020007,16415984,,AbaG1_5691_22934.fasta,,,
vB_AbaS_LC1,prophage,"replication, recombination, synthesis, structural proteins, host defence, lytic-lysogenic proteins, lysozyme, sialidase",40.4,A. baumannii ATCC 19606,CP045110.1,,41,1336408,1377688,https://doi.org/10.3390/microorganisms8121851,33255319,,vB_AbaS_LC1_1_1336408_1377688.fasta,,,
RI-1,resistance island,"contains arsenic resistance genes, antimony resistance genes, cadmium resistance locus, sulfate transporter gene",,A. baumannii AB5075-UW,CP008706.1,,13.5,3717569,3737026,https://doi.org/10.1128/JB.00131-15,25845845,,RI-1_3717569_3737026.fasta,,,
C. featus  subsp. venerealis-specific genomic island,,"Contains 57 ORFs and codes for an ABC transporter dedicated to histidine and glutamine uptake, methionyl-tRNA, a bacteriophage -4-like integrase homolog, DDEK motif, components for bacterial type IV secretion,",32.8,Campylobacter fetus venerealis strain ATCC 19438,,EU443150.2,45.627,3653,45137,"Gorkiewicz G, Kienesberger S, Schober C, et al. A genomic island defines subspecies-specific virulence features of the host-adapted pathogen Campylobacter fetus subsp. venerealis. J Bacteriol. 2010;192(2):502-517. doi:10.1128/JB.00803-09 ; Abril C, Brodard I, Perreten V. Two novel antibiotic resistance genes, tet(44) and ant(6)-Ib, are located within a transferable pathogenicity island in Campylobacter fetus subsp. fetus. Antimicrob Agents Chemother. 2010;54(7):3052-3055. doi:10.1128/AAC.00304-10,,,
",,,EU443150.2_3653_45137.fasta,,,
aminoglycoside_resistance_island,,Provides resistance to macrolides.,,C. coli SX81,,JQ655275.1,,,,"Qin S, Wang Y, Zhang Q, et al. Identification of a novel genomic island conferring resistance to multiple aminoglycoside antibiotics in Campylobacter coli. Antimicrob Agents Chemother. 2012;56(10):5332-5339. doi:10.1128/AAC.00809-12; Qin S, Wang Y, Zhang Q, Zhang M, Deng F, Shen Z, Wu C, Wang S, Zhang J, Shen J. Report of ribosomal RNA methylase gene erm(B) in multidrug-resistant Campylobacter coli. J Antimicrob Chemother. 2014 Apr;69(4):964-8. doi: 10.1093/jac/dkt492. Epub 2013 Dec 13. PMID: 24335515.",,,JQ655275.1.fasta,,,
MDRGI,,"Contains 12 ORFs, five of them antibiotic resistance genes including erm(B). This GI seems to be a new type, but might be designated as type VIII because it contains a full-length pnp gene.",38.5,Campylobacter coli ZTA09/02204,,KT953380.1,,353,12119,"Florez-Cuadrado D, Ugarte-Ruiz M, Quesada A, Palomo G, Domínguez L, Porrero MC. Description of an erm(B)-carrying Campylobacter coli isolate in Europe. J Antimicrob Chemother. 2016 Mar;71(3):841-3. doi: 10.1093/jac/dkv383. Epub 2015 Nov 24. PMID: 26604242. ; Florez-Cuadrado D, Ugarte-Ruiz M, Meric G, et al. Genome Comparison of Erythromycin Resistant Campylobacter from Turkeys Identifies Hosts and Pathways for Horizontal Spread of erm(B) Genes. Front Microbiol. 2017;8:2240. Published 2017 Nov 15. doi:10.3389/fmicb.2017.02240",,,KT953380.1_353_12119.fasta,,,
,,Contains antiobiotic resistance genes tet(44) and ant(6)-Ib ,,Campylobacter fetus fetus strain IMD523-06,,FN594949.1,39.175,1036,40210,"Abril C, Brodard I, Perreten V. Two novel antibiotic resistance genes, tet(44) and ant(6)-Ib, are located within a transferable pathogenicity island in Campylobacter fetus subsp. fetus. Antimicrob Agents Chemother. 2010;54(7):3052-3055. doi:10.1128/AAC.00304-10",,,FN594949.1_1036_40210.fasta,,,
VGI I,,"PAI, T4SS-operon, prophage I",34.72,Campylobacter fetus venerealis strain 84-112,HG004426.1,,64.264,1266041,1330304,"Kienesberger, Sabine, et al. “Comparative Genome Analysis of Campylobacter Fetus Subspecies Revealed Horizontally Acquired Genetic Elements Important for Virulence and Niche Specificity.” PLoS ONE, vol. 9, no. 1, 2014, doi:10.1371/journal.pone.0085491.",,,HG004426.1_1266041_1330304.fasta,,,
VGI II,,"vir-, plasmid related genes",30.79,Campylobacter fetus venerealis strain 84-112,HG004426.1,,37.396,1833299,1870694,"Kienesberger, Sabine, et al. “Comparative Genome Analysis of Campylobacter Fetus Subspecies Revealed Horizontally Acquired Genetic Elements Important for Virulence and Niche Specificity.” PLoS ONE, vol. 9, no. 1, 2014, doi:10.1371/journal.pone.0085491.",,,HG004426.1_1833299_1870694.fasta,,,
VGI IIIA-1,,"sap-locus, similar to FGI I",34.43,Campylobacter fetus venerealis strain 84-112,HG004426.1,,43.908,529091,572998,"Kienesberger, Sabine, et al. “Comparative Genome Analysis of Campylobacter Fetus Subspecies Revealed Horizontally Acquired Genetic Elements Important for Virulence and Niche Specificity.” PLoS ONE, vol. 9, no. 1, 2014, doi:10.1371/journal.pone.0085491.",,,HG004426.1_529091_572998.fasta,,,
VGI IIIB,,prophage III,35.84,Campylobacter fetus venerealis strain 84-112,HG004426.1,,31.363,573097,604459,"Kienesberger, Sabine, et al. “Comparative Genome Analysis of Campylobacter Fetus Subspecies Revealed Horizontally Acquired Genetic Elements Important for Virulence and Niche Specificity.” PLoS ONE, vol. 9, no. 1, 2014, doi:10.1371/journal.pone.0085491.",,,HG004426.1_573097_604459.fasta,,,
VGI IIIA-2,,"sap-locus, similar to FGI I",34.43,Campylobacter fetus venerealis strain 84-112,HG004426.1,,11.98,604695,616674,"Kienesberger, Sabine, et al. “Comparative Genome Analysis of Campylobacter Fetus Subspecies Revealed Horizontally Acquired Genetic Elements Important for Virulence and Niche Specificity.” PLoS ONE, vol. 9, no. 1, 2014, doi:10.1371/journal.pone.0085491.",,,HG004426.1_604695_616674.fasta,,,
VGI IV,,prophage IV,34.3,Campylobacter fetus venerealis strain 84-112,HG004426.1,,44.055,718328,762382,"Kienesberger, Sabine, et al. “Comparative Genome Analysis of Campylobacter Fetus Subspecies Revealed Horizontally Acquired Genetic Elements Important for Virulence and Niche Specificity.” PLoS ONE, vol. 9, no. 1, 2014, doi:10.1371/journal.pone.0085491.",,,HG004426.1_718328_762382.fasta,,,
VSDR,,mat1,30.66,Campylobacter fetus venerealis strain 84-112,HG004426.1,,13.993,1669985,1683977,"Kienesberger, Sabine, et al. “Comparative Genome Analysis of Campylobacter Fetus Subspecies Revealed Horizontally Acquired Genetic Elements Important for Virulence and Niche Specificity.” PLoS ONE, vol. 9, no. 1, 2014, doi:10.1371/journal.pone.0085491.",,,HG004426.1_1669985_1683977.fasta,,,
FGI I,,sap-locus,34.81,Campylobacter fetus venerealis strain 82-40,CP000487.1,,58.875,433700,492574,"Kienesberger, Sabine, et al. “Comparative Genome Analysis of Campylobacter Fetus Subspecies Revealed Horizontally Acquired Genetic Elements Important for Virulence and Niche Specificity.” PLoS ONE, vol. 9, no. 1, 2014, doi:10.1371/journal.pone.0085491.",,,CP000487.1_433700_492574.fasta,,,
FGI II,,"CRISPRs, cas-genes",32.64,Campylobacter fetus venerealis strain 82-40,CP000487.1,,23.759,654904,678662,"Kienesberger, Sabine, et al. “Comparative Genome Analysis of Campylobacter Fetus Subspecies Revealed Horizontally Acquired Genetic Elements Important for Virulence and Niche Specificity.” PLoS ONE, vol. 9, no. 1, 2014, doi:10.1371/journal.pone.0085491.",,,CP000487.1_654904_678662.fasta,,,
FSDR,,glf,29.37,Campylobacter fetus venerealis strain 82-40,CP000487.1,,16.993,1555594,1572586,"Kienesberger, Sabine, et al. “Comparative Genome Analysis of Campylobacter Fetus Subspecies Revealed Horizontally Acquired Genetic Elements Important for Virulence and Niche Specificity.” PLoS ONE, vol. 9, no. 1, 2014, doi:10.1371/journal.pone.0085491.",,,CP000487.1_1555594_1572586.fasta,,,
CON_PiiC,,contains genes encoding T4SS components in C. concisus strains P1CDO2 and H16O-S1. CON_PiiC in these two strains shared more than 80% nucleotide identity.,,Campylobacter concisus P1CDO2,CP060707.1,,42775,1339776,1382550,"Liu, Fang et al. “Analysis of complete Campylobacter concisus genomes identifies genomospecies features, secretion systems and novel plasmids and their association with severe ulcerative colitis.” Microbial genomics vol. 6,11 (2020): mgen000457. doi:10.1099/mgen.0.000457",,,CP060707.1_1339776_1382550.fasta,,,
CON_PiiC,,contains genes encoding T4SS components in C. concisus strains P1CDO2 and H16O-S1. CON_PiiC in these two strains shared more than 80% nucleotide identity.,,Campylobacter concisus H16O-S1,CP049263.1,,42775,578884,622435,"Liu, Fang et al. “Analysis of complete Campylobacter concisus genomes identifies genomospecies features, secretion systems and novel plasmids and their association with severe ulcerative colitis.” Microbial genomics vol. 6,11 (2020): mgen000457. doi:10.1099/mgen.0.000457",,,CP049263.1_578884_622435.fasta,,,
